Year,Month,State,County,Rate
1997,January,Arizona,Pinal County,6.0
1997,January,Arizona,Greenlee County,8.4
1997,January,Arizona,La Paz County,13.1
1997,January,Arizona,Mohave County,8.5
1997,January,Arizona,Yuma County,22.5
1997,January,Arizona,Gila County,10.7
1997,January,Arizona,Maricopa County,3.6
1997,January,Arizona,Navajo County,19.1
1997,January,Arizona,Graham County,11.1
1997,January,Arizona,Pima County,3.9
1997,January,Arizona,Apache County,23.1
1997,January,Arizona,Coconino County,11.5
1997,January,Arizona,Cochise County,11.2
1997,January,Arizona,Santa Cruz County,19.0
1997,January,Arizona,Yavapai County,5.3
1997,June,Arizona,Pinal County,5.0
1997,June,Arizona,Greenlee County,7.2
1997,June,Arizona,La Paz County,9.2
1997,June,Arizona,Mohave County,4.8
1997,June,Arizona,Yuma County,30.4
1997,June,Arizona,Gila County,7.4
1997,June,Arizona,Maricopa County,2.9
1997,June,Arizona,Navajo County,17.1
1997,June,Arizona,Graham County,9.0
1997,June,Arizona,Pima County,3.3
1997,June,Arizona,Apache County,21.7
1997,June,Arizona,Coconino County,9.6
1997,June,Arizona,Cochise County,8.0
1997,June,Arizona,Santa Cruz County,20.9
1997,June,Arizona,Yavapai County,3.7
1997,September,Arizona,Pinal County,5.1
1997,September,Arizona,Greenlee County,7.1
1997,September,Arizona,La Paz County,9.3
1997,September,Arizona,Mohave County,4.7
1997,September,Arizona,Yuma County,33.1
1997,September,Arizona,Gila County,6.6
1997,September,Arizona,Maricopa County,2.9
1997,September,Arizona,Navajo County,12.1
1997,September,Arizona,Graham County,8.6
1997,September,Arizona,Pima County,3.3
1997,September,Arizona,Apache County,12.4
1997,September,Arizona,Coconino County,6.7
1997,September,Arizona,Cochise County,7.3
1997,September,Arizona,Santa Cruz County,27.5
1997,September,Arizona,Yavapai County,3.5
1997,April,Arizona,Pinal County,4.6
1997,April,Arizona,Greenlee County,7.0
1997,April,Arizona,La Paz County,8.4
1997,April,Arizona,Mohave County,4.6
1997,April,Arizona,Yuma County,27.2
1997,April,Arizona,Gila County,7.3
1997,April,Arizona,Maricopa County,2.8
1997,April,Arizona,Navajo County,14.5
1997,April,Arizona,Graham County,8.3
1997,April,Arizona,Pima County,3.0
1997,April,Arizona,Apache County,15.4
1997,April,Arizona,Coconino County,7.1
1997,April,Arizona,Cochise County,8.2
1997,April,Arizona,Santa Cruz County,15.8
1997,April,Arizona,Yavapai County,3.8
1997,December,Arizona,Pinal County,4.2
1997,December,Arizona,Greenlee County,6.6
1997,December,Arizona,La Paz County,8.7
1997,December,Arizona,Mohave County,4.6
1997,December,Arizona,Yuma County,20.6
1997,December,Arizona,Gila County,7.6
1997,December,Arizona,Maricopa County,2.5
1997,December,Arizona,Navajo County,13.0
1997,December,Arizona,Graham County,8.0
1997,December,Arizona,Pima County,2.9
1997,December,Arizona,Apache County,14.2
1997,December,Arizona,Coconino County,8.1
1997,December,Arizona,Cochise County,7.3
1997,December,Arizona,Santa Cruz County,16.2
1997,December,Arizona,Yavapai County,3.6
1997,July,Arizona,Pinal County,4.9
1997,July,Arizona,Greenlee County,7.3
1997,July,Arizona,La Paz County,8.9
1997,July,Arizona,Mohave County,4.7
1997,July,Arizona,Yuma County,33.6
1997,July,Arizona,Gila County,7.2
1997,July,Arizona,Maricopa County,2.8
1997,July,Arizona,Navajo County,16.6
1997,July,Arizona,Graham County,8.4
1997,July,Arizona,Pima County,3.2
1997,July,Arizona,Apache County,19.9
1997,July,Arizona,Coconino County,9.3
1997,July,Arizona,Cochise County,7.7
1997,July,Arizona,Santa Cruz County,23.6
1997,July,Arizona,Yavapai County,3.6
1997,November,Arizona,Pinal County,4.1
1997,November,Arizona,Greenlee County,6.1
1997,November,Arizona,La Paz County,7.9
1997,November,Arizona,Mohave County,4.5
1997,November,Arizona,Yuma County,25.0
1997,November,Arizona,Gila County,7.3
1997,November,Arizona,Maricopa County,2.6
1997,November,Arizona,Navajo County,12.2
1997,November,Arizona,Graham County,8.0
1997,November,Arizona,Pima County,2.9
1997,November,Arizona,Apache County,13.2
1997,November,Arizona,Coconino County,7.0
1997,November,Arizona,Cochise County,7.0
1997,November,Arizona,Santa Cruz County,18.5
1997,November,Arizona,Yavapai County,3.3
1996,February,Arizona,Pinal County,6.6
1996,February,Arizona,Greenlee County,8.5
1996,February,Arizona,La Paz County,11.8
1996,February,Arizona,Mohave County,8.5
1996,February,Arizona,Yuma County,19.3
1996,February,Arizona,Gila County,9.8
1996,February,Arizona,Maricopa County,3.6
1996,February,Arizona,Navajo County,17.0
1996,February,Arizona,Graham County,10.3
1996,February,Arizona,Pima County,3.8
1996,February,Arizona,Apache County,18.7
1996,February,Arizona,Coconino County,10.0
1996,February,Arizona,Cochise County,11.3
1996,February,Arizona,Santa Cruz County,20.3
1996,February,Arizona,Yavapai County,5.7
1996,October,Arizona,Pinal County,5.7
1996,October,Arizona,Greenlee County,7.8
1996,October,Arizona,La Paz County,11.1
1996,October,Arizona,Mohave County,9.1
1996,October,Arizona,Yuma County,31.2
1996,October,Arizona,Gila County,8.4
1996,October,Arizona,Maricopa County,3.6
1996,October,Arizona,Navajo County,13.6
1996,October,Arizona,Graham County,9.6
1996,October,Arizona,Pima County,3.8
1996,October,Arizona,Apache County,19.5
1996,October,Arizona,Coconino County,7.4
1996,October,Arizona,Cochise County,9.1
1996,October,Arizona,Santa Cruz County,31.5
1996,October,Arizona,Yavapai County,4.3
1996,March,Arizona,Pinal County,6.6
1996,March,Arizona,Greenlee County,8.3
1996,March,Arizona,La Paz County,12.0
1996,March,Arizona,Mohave County,7.9
1996,March,Arizona,Yuma County,21.3
1996,March,Arizona,Gila County,9.8
1996,March,Arizona,Maricopa County,3.7
1996,March,Arizona,Navajo County,17.7
1996,March,Arizona,Graham County,10.5
1996,March,Arizona,Pima County,4.0
1996,March,Arizona,Apache County,18.0
1996,March,Arizona,Coconino County,9.6
1996,March,Arizona,Cochise County,11.1
1996,March,Arizona,Santa Cruz County,19.7
1996,March,Arizona,Yavapai County,5.4
1996,August,Arizona,Pinal County,6.5
1996,August,Arizona,Greenlee County,7.2
1996,August,Arizona,La Paz County,11.7
1996,August,Arizona,Mohave County,6.8
1996,August,Arizona,Yuma County,38.8
1996,August,Arizona,Gila County,8.3
1996,August,Arizona,Maricopa County,3.9
1996,August,Arizona,Navajo County,15.7
1996,August,Arizona,Graham County,10.2
1996,August,Arizona,Pima County,3.8
1996,August,Arizona,Apache County,21.2
1996,August,Arizona,Coconino County,8.2
1996,August,Arizona,Cochise County,8.9
1996,August,Arizona,Santa Cruz County,31.4
1996,August,Arizona,Yavapai County,4.7
1996,May,Arizona,Pinal County,5.4
1996,May,Arizona,Greenlee County,7.7
1996,May,Arizona,La Paz County,10.9
1996,May,Arizona,Mohave County,6.8
1996,May,Arizona,Yuma County,34.7
1996,May,Arizona,Gila County,7.7
1996,May,Arizona,Maricopa County,3.7
1996,May,Arizona,Navajo County,14.7
1996,May,Arizona,Graham County,10.0
1996,May,Arizona,Pima County,3.7
1996,May,Arizona,Apache County,17.4
1996,May,Arizona,Coconino County,8.4
1996,May,Arizona,Cochise County,9.9
1996,May,Arizona,Santa Cruz County,18.3
1996,May,Arizona,Yavapai County,4.7
1996,January,Arizona,Pinal County,6.0
1996,January,Arizona,Greenlee County,9.7
1996,January,Arizona,La Paz County,13.8
1996,January,Arizona,Mohave County,8.7
1996,January,Arizona,Yuma County,23.6
1996,January,Arizona,Gila County,10.6
1996,January,Arizona,Maricopa County,4.0
1996,January,Arizona,Navajo County,18.4
1996,January,Arizona,Graham County,11.4
1996,January,Arizona,Pima County,4.1
1996,January,Arizona,Apache County,19.6
1996,January,Arizona,Coconino County,11.3
1996,January,Arizona,Cochise County,12.7
1996,January,Arizona,Santa Cruz County,22.5
1996,January,Arizona,Yavapai County,6.0
1996,June,Arizona,Pinal County,6.0
1996,June,Arizona,Greenlee County,7.5
1996,June,Arizona,La Paz County,10.6
1996,June,Arizona,Mohave County,6.6
1996,June,Arizona,Yuma County,35.2
1996,June,Arizona,Gila County,8.2
1996,June,Arizona,Maricopa County,3.7
1996,June,Arizona,Navajo County,18.4
1996,June,Arizona,Graham County,10.2
1996,June,Arizona,Pima County,3.8
1996,June,Arizona,Apache County,22.8
1996,June,Arizona,Coconino County,9.9
1996,June,Arizona,Cochise County,9.4
1996,June,Arizona,Santa Cruz County,26.4
1996,June,Arizona,Yavapai County,4.6
1996,September,Arizona,Pinal County,6.2
1996,September,Arizona,Greenlee County,8.2
1996,September,Arizona,La Paz County,11.4
1996,September,Arizona,Mohave County,6.9
1996,September,Arizona,Yuma County,36.1
1996,September,Arizona,Gila County,8.0
1996,September,Arizona,Maricopa County,3.9
1996,September,Arizona,Navajo County,13.9
1996,September,Arizona,Graham County,10.0
1996,September,Arizona,Pima County,3.9
1996,September,Arizona,Apache County,19.0
1996,September,Arizona,Coconino County,7.8
1996,September,Arizona,Cochise County,8.9
1996,September,Arizona,Santa Cruz County,33.1
1996,September,Arizona,Yavapai County,4.7
1996,April,Arizona,Pinal County,5.8
1996,April,Arizona,Greenlee County,8.6
1996,April,Arizona,La Paz County,11.6
1996,April,Arizona,Mohave County,7.2
1996,April,Arizona,Yuma County,29.3
1996,April,Arizona,Gila County,8.1
1996,April,Arizona,Maricopa County,3.5
1996,April,Arizona,Navajo County,16.2
1996,April,Arizona,Graham County,10.4
1996,April,Arizona,Pima County,3.7
1996,April,Arizona,Apache County,17.4
1996,April,Arizona,Coconino County,8.7
1996,April,Arizona,Cochise County,10.2
1996,April,Arizona,Santa Cruz County,19.1
1996,April,Arizona,Yavapai County,4.9
1996,December,Arizona,Pinal County,5.0
1996,December,Arizona,Greenlee County,7.2
1996,December,Arizona,La Paz County,10.7
1996,December,Arizona,Mohave County,7.1
1996,December,Arizona,Yuma County,27.3
1996,December,Arizona,Gila County,8.7
1996,December,Arizona,Maricopa County,3.3
1996,December,Arizona,Navajo County,13.8
1996,December,Arizona,Graham County,8.9
1996,December,Arizona,Pima County,3.5
1996,December,Arizona,Apache County,19.2
1996,December,Arizona,Coconino County,7.3
1996,December,Arizona,Cochise County,8.9
1996,December,Arizona,Santa Cruz County,25.1
1996,December,Arizona,Yavapai County,4.4
1996,July,Arizona,Pinal County,6.3
1996,July,Arizona,Greenlee County,7.7
1996,July,Arizona,La Paz County,11.6
1996,July,Arizona,Mohave County,6.7
1996,July,Arizona,Yuma County,38.9
1996,July,Arizona,Gila County,8.5
1996,July,Arizona,Maricopa County,3.9
1996,July,Arizona,Navajo County,20.1
1996,July,Arizona,Graham County,10.6
1996,July,Arizona,Pima County,4.0
1996,July,Arizona,Apache County,25.4
1996,July,Arizona,Coconino County,10.1
1996,July,Arizona,Cochise County,9.3
1996,July,Arizona,Santa Cruz County,30.3
1996,July,Arizona,Yavapai County,4.7
1996,November,Arizona,Pinal County,5.5
1996,November,Arizona,Greenlee County,7.5
1996,November,Arizona,La Paz County,10.8
1996,November,Arizona,Mohave County,5.7
1996,November,Arizona,Yuma County,29.9
1996,November,Arizona,Gila County,8.4
1996,November,Arizona,Maricopa County,3.5
1996,November,Arizona,Navajo County,13.3
1996,November,Arizona,Graham County,9.4
1996,November,Arizona,Pima County,3.7
1996,November,Arizona,Apache County,19.4
1996,November,Arizona,Coconino County,7.3
1996,November,Arizona,Cochise County,8.8
1996,November,Arizona,Santa Cruz County,30.6
1996,November,Arizona,Yavapai County,4.1
1999,February,Arizona,Pinal County,4.6
1999,February,Arizona,Greenlee County,9.9
1999,February,Arizona,La Paz County,10.3
1999,February,Arizona,Mohave County,6.3
1999,February,Arizona,Yuma County,20.6
1999,February,Arizona,Gila County,9.1
1999,February,Arizona,Maricopa County,3.2
1999,February,Arizona,Navajo County,16.4
1999,February,Arizona,Graham County,10.5
1999,February,Arizona,Pima County,3.0
1999,February,Arizona,Apache County,17.1
1999,February,Arizona,Coconino County,8.7
1999,February,Arizona,Cochise County,7.2
1999,February,Arizona,Santa Cruz County,13.6
1999,February,Arizona,Yavapai County,4.0
1999,October,Arizona,Pinal County,6.4
1999,October,Arizona,Greenlee County,8.7
1999,October,Arizona,La Paz County,6.7
1999,October,Arizona,Mohave County,3.9
1999,October,Arizona,Yuma County,28.2
1999,October,Arizona,Gila County,6.4
1999,October,Arizona,Maricopa County,2.9
1999,October,Arizona,Navajo County,10.5
1999,October,Arizona,Graham County,7.4
1999,October,Arizona,Pima County,3.5
1999,October,Arizona,Apache County,11.3
1999,October,Arizona,Coconino County,5.0
1999,October,Arizona,Cochise County,4.5
1999,October,Arizona,Santa Cruz County,21.8
1999,October,Arizona,Yavapai County,2.9
1999,March,Arizona,Pinal County,4.6
1999,March,Arizona,Greenlee County,9.6
1999,March,Arizona,La Paz County,8.8
1999,March,Arizona,Mohave County,6.1
1999,March,Arizona,Yuma County,19.3
1999,March,Arizona,Gila County,9.1
1999,March,Arizona,Maricopa County,3.3
1999,March,Arizona,Navajo County,15.7
1999,March,Arizona,Graham County,10.0
1999,March,Arizona,Pima County,2.9
1999,March,Arizona,Apache County,16.7
1999,March,Arizona,Coconino County,8.5
1999,March,Arizona,Cochise County,7.7
1999,March,Arizona,Santa Cruz County,13.1
1999,March,Arizona,Yavapai County,4.0
1999,August,Arizona,Pinal County,7.5
1999,August,Arizona,Greenlee County,8.6
1999,August,Arizona,La Paz County,7.5
1999,August,Arizona,Mohave County,4.1
1999,August,Arizona,Yuma County,40.4
1999,August,Arizona,Gila County,6.3
1999,August,Arizona,Maricopa County,2.9
1999,August,Arizona,Navajo County,12.6
1999,August,Arizona,Graham County,8.0
1999,August,Arizona,Pima County,3.4
1999,August,Arizona,Apache County,14.0
1999,August,Arizona,Coconino County,6.2
1999,August,Arizona,Cochise County,5.0
1999,August,Arizona,Santa Cruz County,24.6
1999,August,Arizona,Yavapai County,3.3
1999,May,Arizona,Pinal County,3.6
1999,May,Arizona,Greenlee County,7.8
1999,May,Arizona,La Paz County,7.7
1999,May,Arizona,Mohave County,4.5
1999,May,Arizona,Yuma County,35.7
1999,May,Arizona,Gila County,6.3
1999,May,Arizona,Maricopa County,2.8
1999,May,Arizona,Navajo County,11.3
1999,May,Arizona,Graham County,7.6
1999,May,Arizona,Pima County,2.5
1999,May,Arizona,Apache County,11.8
1999,May,Arizona,Coconino County,5.6
1999,May,Arizona,Cochise County,5.7
1999,May,Arizona,Santa Cruz County,11.0
1999,May,Arizona,Yavapai County,3.3
1999,January,Arizona,Pinal County,4.7
1999,January,Arizona,Greenlee County,10.4
1999,January,Arizona,La Paz County,10.2
1999,January,Arizona,Mohave County,6.7
1999,January,Arizona,Yuma County,23.0
1999,January,Arizona,Gila County,9.4
1999,January,Arizona,Maricopa County,3.3
1999,January,Arizona,Navajo County,17.2
1999,January,Arizona,Graham County,11.4
1999,January,Arizona,Pima County,3.1
1999,January,Arizona,Apache County,18.1
1999,January,Arizona,Coconino County,9.2
1999,January,Arizona,Cochise County,7.5
1999,January,Arizona,Santa Cruz County,14.7
1999,January,Arizona,Yavapai County,4.2
1999,June,Arizona,Pinal County,4.5
1999,June,Arizona,Greenlee County,7.8
1999,June,Arizona,La Paz County,8.7
1999,June,Arizona,Mohave County,4.6
1999,June,Arizona,Yuma County,35.8
1999,June,Arizona,Gila County,7.0
1999,June,Arizona,Maricopa County,3.2
1999,June,Arizona,Navajo County,14.9
1999,June,Arizona,Graham County,8.7
1999,June,Arizona,Pima County,2.9
1999,June,Arizona,Apache County,17.0
1999,June,Arizona,Coconino County,7.3
1999,June,Arizona,Cochise County,5.6
1999,June,Arizona,Santa Cruz County,15.5
1999,June,Arizona,Yavapai County,3.5
1999,September,Arizona,Pinal County,6.5
1999,September,Arizona,Greenlee County,9.5
1999,September,Arizona,La Paz County,7.5
1999,September,Arizona,Mohave County,4.0
1999,September,Arizona,Yuma County,35.6
1999,September,Arizona,Gila County,6.5
1999,September,Arizona,Maricopa County,2.9
1999,September,Arizona,Navajo County,10.6
1999,September,Arizona,Graham County,8.0
1999,September,Arizona,Pima County,3.4
1999,September,Arizona,Apache County,10.7
1999,September,Arizona,Coconino County,5.3
1999,September,Arizona,Cochise County,5.0
1999,September,Arizona,Santa Cruz County,25.5
1999,September,Arizona,Yavapai County,3.3
1999,April,Arizona,Pinal County,4.1
1999,April,Arizona,Greenlee County,9.1
1999,April,Arizona,La Paz County,8.2
1999,April,Arizona,Mohave County,5.1
1999,April,Arizona,Yuma County,30.4
1999,April,Arizona,Gila County,7.8
1999,April,Arizona,Maricopa County,3.1
1999,April,Arizona,Navajo County,13.7
1999,April,Arizona,Graham County,8.5
1999,April,Arizona,Pima County,2.7
1999,April,Arizona,Apache County,13.7
1999,April,Arizona,Coconino County,6.3
1999,April,Arizona,Cochise County,6.6
1999,April,Arizona,Santa Cruz County,11.7
1999,April,Arizona,Yavapai County,3.7
1999,December,Arizona,Pinal County,6.1
1999,December,Arizona,Greenlee County,8.0
1999,December,Arizona,La Paz County,7.2
1999,December,Arizona,Mohave County,4.0
1999,December,Arizona,Yuma County,18.5
1999,December,Arizona,Gila County,6.2
1999,December,Arizona,Maricopa County,2.6
1999,December,Arizona,Navajo County,11.8
1999,December,Arizona,Graham County,7.5
1999,December,Arizona,Pima County,3.3
1999,December,Arizona,Apache County,12.0
1999,December,Arizona,Coconino County,7.0
1999,December,Arizona,Cochise County,5.1
1999,December,Arizona,Santa Cruz County,11.4
1999,December,Arizona,Yavapai County,3.0
1999,July,Arizona,Pinal County,6.8
1999,July,Arizona,Greenlee County,8.5
1999,July,Arizona,La Paz County,8.7
1999,July,Arizona,Mohave County,3.9
1999,July,Arizona,Yuma County,38.8
1999,July,Arizona,Gila County,6.8
1999,July,Arizona,Maricopa County,3.0
1999,July,Arizona,Navajo County,14.7
1999,July,Arizona,Graham County,8.4
1999,July,Arizona,Pima County,3.7
1999,July,Arizona,Apache County,16.6
1999,July,Arizona,Coconino County,7.5
1999,July,Arizona,Cochise County,5.4
1999,July,Arizona,Santa Cruz County,22.2
1999,July,Arizona,Yavapai County,3.3
1999,November,Arizona,Pinal County,6.3
1999,November,Arizona,Greenlee County,8.2
1999,November,Arizona,La Paz County,6.6
1999,November,Arizona,Mohave County,3.8
1999,November,Arizona,Yuma County,24.2
1999,November,Arizona,Gila County,6.2
1999,November,Arizona,Maricopa County,2.7
1999,November,Arizona,Navajo County,10.7
1999,November,Arizona,Graham County,7.3
1999,November,Arizona,Pima County,3.4
1999,November,Arizona,Apache County,11.1
1999,November,Arizona,Coconino County,5.5
1999,November,Arizona,Cochise County,4.6
1999,November,Arizona,Santa Cruz County,15.1
1999,November,Arizona,Yavapai County,2.9
1998,February,Arizona,Pinal County,4.8
1998,February,Arizona,Greenlee County,8.2
1998,February,Arizona,La Paz County,9.4
1998,February,Arizona,Mohave County,5.3
1998,February,Arizona,Yuma County,19.2
1998,February,Arizona,Gila County,8.1
1998,February,Arizona,Maricopa County,2.7
1998,February,Arizona,Navajo County,15.9
1998,February,Arizona,Graham County,9.4
1998,February,Arizona,Pima County,3.1
1998,February,Arizona,Apache County,17.3
1998,February,Arizona,Coconino County,9.4
1998,February,Arizona,Cochise County,8.0
1998,February,Arizona,Santa Cruz County,14.6
1998,February,Arizona,Yavapai County,4.1
1998,October,Arizona,Pinal County,4.1
1998,October,Arizona,Greenlee County,9.0
1998,October,Arizona,La Paz County,7.6
1998,October,Arizona,Mohave County,4.1
1998,October,Arizona,Yuma County,28.8
1998,October,Arizona,Gila County,7.5
1998,October,Arizona,Maricopa County,3.0
1998,October,Arizona,Navajo County,11.9
1998,October,Arizona,Graham County,8.5
1998,October,Arizona,Pima County,2.7
1998,October,Arizona,Apache County,14.0
1998,October,Arizona,Coconino County,6.1
1998,October,Arizona,Cochise County,6.2
1998,October,Arizona,Santa Cruz County,25.3
1998,October,Arizona,Yavapai County,3.0
1998,March,Arizona,Pinal County,5.0
1998,March,Arizona,Greenlee County,9.9
1998,March,Arizona,La Paz County,9.2
1998,March,Arizona,Mohave County,5.4
1998,March,Arizona,Yuma County,20.1
1998,March,Arizona,Gila County,9.0
1998,March,Arizona,Maricopa County,2.8
1998,March,Arizona,Navajo County,16.5
1998,March,Arizona,Graham County,10.2
1998,March,Arizona,Pima County,3.2
1998,March,Arizona,Apache County,17.8
1998,March,Arizona,Coconino County,8.9
1998,March,Arizona,Cochise County,8.5
1998,March,Arizona,Santa Cruz County,14.3
1998,March,Arizona,Yavapai County,3.9
1998,August,Arizona,Pinal County,4.9
1998,August,Arizona,Greenlee County,7.6
1998,August,Arizona,La Paz County,7.8
1998,August,Arizona,Mohave County,4.2
1998,August,Arizona,Yuma County,38.0
1998,August,Arizona,Gila County,7.4
1998,August,Arizona,Maricopa County,2.9
1998,August,Arizona,Navajo County,13.8
1998,August,Arizona,Graham County,8.5
1998,August,Arizona,Pima County,2.9
1998,August,Arizona,Apache County,16.3
1998,August,Arizona,Coconino County,6.9
1998,August,Arizona,Cochise County,6.5
1998,August,Arizona,Santa Cruz County,25.1
1998,August,Arizona,Yavapai County,3.4
1998,May,Arizona,Pinal County,3.7
1998,May,Arizona,Greenlee County,8.2
1998,May,Arizona,La Paz County,8.5
1998,May,Arizona,Mohave County,3.9
1998,May,Arizona,Yuma County,33.9
1998,May,Arizona,Gila County,6.5
1998,May,Arizona,Maricopa County,2.4
1998,May,Arizona,Navajo County,12.0
1998,May,Arizona,Graham County,7.9
1998,May,Arizona,Pima County,2.6
1998,May,Arizona,Apache County,13.9
1998,May,Arizona,Coconino County,6.1
1998,May,Arizona,Cochise County,6.7
1998,May,Arizona,Santa Cruz County,11.9
1998,May,Arizona,Yavapai County,3.2
1998,January,Arizona,Pinal County,5.0
1998,January,Arizona,Greenlee County,7.9
1998,January,Arizona,La Paz County,10.6
1998,January,Arizona,Mohave County,5.7
1998,January,Arizona,Yuma County,20.8
1998,January,Arizona,Gila County,8.4
1998,January,Arizona,Maricopa County,3.0
1998,January,Arizona,Navajo County,16.9
1998,January,Arizona,Graham County,10.0
1998,January,Arizona,Pima County,3.4
1998,January,Arizona,Apache County,18.6
1998,January,Arizona,Coconino County,10.7
1998,January,Arizona,Cochise County,9.2
1998,January,Arizona,Santa Cruz County,16.2
1998,January,Arizona,Yavapai County,4.4
1998,June,Arizona,Pinal County,4.5
1998,June,Arizona,Greenlee County,8.6
1998,June,Arizona,La Paz County,9.4
1998,June,Arizona,Mohave County,4.4
1998,June,Arizona,Yuma County,33.8
1998,June,Arizona,Gila County,7.9
1998,June,Arizona,Maricopa County,2.7
1998,June,Arizona,Navajo County,16.1
1998,June,Arizona,Graham County,8.9
1998,June,Arizona,Pima County,2.9
1998,June,Arizona,Apache County,19.6
1998,June,Arizona,Coconino County,8.3
1998,June,Arizona,Cochise County,6.7
1998,June,Arizona,Santa Cruz County,17.0
1998,June,Arizona,Yavapai County,3.6
1998,September,Arizona,Pinal County,4.2
1998,September,Arizona,Greenlee County,8.7
1998,September,Arizona,La Paz County,8.2
1998,September,Arizona,Mohave County,4.1
1998,September,Arizona,Yuma County,33.8
1998,September,Arizona,Gila County,6.9
1998,September,Arizona,Maricopa County,3.1
1998,September,Arizona,Navajo County,11.4
1998,September,Arizona,Graham County,8.1
1998,September,Arizona,Pima County,2.9
1998,September,Arizona,Apache County,12.3
1998,September,Arizona,Coconino County,6.0
1998,September,Arizona,Cochise County,6.5
1998,September,Arizona,Santa Cruz County,26.7
1998,September,Arizona,Yavapai County,3.3
1998,April,Arizona,Pinal County,3.9
1998,April,Arizona,Greenlee County,8.6
1998,April,Arizona,La Paz County,8.5
1998,April,Arizona,Mohave County,4.4
1998,April,Arizona,Yuma County,28.0
1998,April,Arizona,Gila County,7.7
1998,April,Arizona,Maricopa County,2.3
1998,April,Arizona,Navajo County,13.4
1998,April,Arizona,Graham County,8.3
1998,April,Arizona,Pima County,2.7
1998,April,Arizona,Apache County,15.3
1998,April,Arizona,Coconino County,6.8
1998,April,Arizona,Cochise County,7.2
1998,April,Arizona,Santa Cruz County,12.0
1998,April,Arizona,Yavapai County,3.5
1998,December,Arizona,Pinal County,3.7
1998,December,Arizona,Greenlee County,8.2
1998,December,Arizona,La Paz County,8.4
1998,December,Arizona,Mohave County,4.3
1998,December,Arizona,Yuma County,22.2
1998,December,Arizona,Gila County,7.8
1998,December,Arizona,Maricopa County,2.8
1998,December,Arizona,Navajo County,13.4
1998,December,Arizona,Graham County,8.9
1998,December,Arizona,Pima County,2.6
1998,December,Arizona,Apache County,15.3
1998,December,Arizona,Coconino County,7.5
1998,December,Arizona,Cochise County,6.4
1998,December,Arizona,Santa Cruz County,15.8
1998,December,Arizona,Yavapai County,2.9
1998,July,Arizona,Pinal County,4.6
1998,July,Arizona,Greenlee County,7.7
1998,July,Arizona,La Paz County,8.7
1998,July,Arizona,Mohave County,4.3
1998,July,Arizona,Yuma County,36.3
1998,July,Arizona,Gila County,7.7
1998,July,Arizona,Maricopa County,2.8
1998,July,Arizona,Navajo County,16.2
1998,July,Arizona,Graham County,9.1
1998,July,Arizona,Pima County,2.9
1998,July,Arizona,Apache County,18.2
1998,July,Arizona,Coconino County,8.5
1998,July,Arizona,Cochise County,6.8
1998,July,Arizona,Santa Cruz County,21.9
1998,July,Arizona,Yavapai County,3.6
1998,November,Arizona,Pinal County,3.8
1998,November,Arizona,Greenlee County,8.3
1998,November,Arizona,La Paz County,7.4
1998,November,Arizona,Mohave County,4.1
1998,November,Arizona,Yuma County,25.0
1998,November,Arizona,Gila County,7.3
1998,November,Arizona,Maricopa County,2.8
1998,November,Arizona,Navajo County,12.5
1998,November,Arizona,Graham County,8.5
1998,November,Arizona,Pima County,2.6
1998,November,Arizona,Apache County,14.4
1998,November,Arizona,Coconino County,6.8
1998,November,Arizona,Cochise County,6.2
1998,November,Arizona,Santa Cruz County,18.7
1998,November,Arizona,Yavapai County,2.9
2002,February,Arizona,Pinal County,7.0
2002,February,Arizona,Greenlee County,8.5
2002,February,Arizona,La Paz County,6.6
2002,February,Arizona,Mohave County,5.6
2002,February,Arizona,Yuma County,9.6
2002,February,Arizona,Gila County,7.7
2002,February,Arizona,Maricopa County,5.4
2002,February,Arizona,Navajo County,8.6
2002,February,Arizona,Graham County,7.1
2002,February,Arizona,Pima County,5.6
2002,February,Arizona,Apache County,10.6
2002,February,Arizona,Coconino County,5.6
2002,February,Arizona,Cochise County,5.8
2002,February,Arizona,Santa Cruz County,7.7
2002,February,Arizona,Yavapai County,5.5
2002,October,Arizona,Pinal County,7.3
2002,October,Arizona,Greenlee County,6.8
2002,October,Arizona,La Paz County,7.1
2002,October,Arizona,Mohave County,5.6
2002,October,Arizona,Yuma County,17.0
2002,October,Arizona,Gila County,7.1
2002,October,Arizona,Maricopa County,5.6
2002,October,Arizona,Navajo County,7.6
2002,October,Arizona,Graham County,7.8
2002,October,Arizona,Pima County,5.6
2002,October,Arizona,Apache County,9.7
2002,October,Arizona,Coconino County,5.0
2002,October,Arizona,Cochise County,5.8
2002,October,Arizona,Santa Cruz County,12.5
2002,October,Arizona,Yavapai County,5.3
2002,March,Arizona,Pinal County,7.2
2002,March,Arizona,Greenlee County,7.3
2002,March,Arizona,La Paz County,6.5
2002,March,Arizona,Mohave County,5.5
2002,March,Arizona,Yuma County,10.6
2002,March,Arizona,Gila County,7.7
2002,March,Arizona,Maricopa County,5.6
2002,March,Arizona,Navajo County,8.5
2002,March,Arizona,Graham County,7.3
2002,March,Arizona,Pima County,5.6
2002,March,Arizona,Apache County,10.4
2002,March,Arizona,Coconino County,5.7
2002,March,Arizona,Cochise County,5.8
2002,March,Arizona,Santa Cruz County,7.7
2002,March,Arizona,Yavapai County,5.5
2002,August,Arizona,Pinal County,8.0
2002,August,Arizona,Greenlee County,7.5
2002,August,Arizona,La Paz County,7.5
2002,August,Arizona,Mohave County,5.9
